,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
294,1078926226465669120,1078926226465669120,1546071032000,2018-12-29,10:10:32,?aeianei? ?na GTB,949001201521233920,ohshirllynn,shirllynn🧡,,So the guy I’ve liked for 5 months just told me he doesn’t like me........#depressed,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/ohshirllynn/status/1078926226465669120,False,,0,,,,,,,"[{'user_id': '949001201521233920', 'username': 'ohshirllynn'}]",,,,,So the guy I’ve liked for 5 months just told me he doesn’t like me........
300,1078889592219066368,1078889592219066368,1546062298000,2018-12-29,07:44:58,?aeianei? ?na GTB,733084426263912449,jamessweird,James Elorcha 🌵,,HAHHAHAHAHAHHAHAH HARROOOY DEXIE MAY!! 😂 #Depressed man diay sija uyy 😅  pic.twitter.com/ZaC55oBBO2,[],[],"['https://pbs.twimg.com/media/Dvj8SNmUYAEnNwv.jpg', 'https://pbs.twimg.com/media/Dvj8STiU0AA3age.jpg', 'https://pbs.twimg.com/media/Dvj8SHeUcAIHm26.jpg', 'https://pbs.twimg.com/media/Dvj8SJMUYAAaMDs.jpg']",1,0,13,['#depressed'],[],https://twitter.com/jamessweird/status/1078889592219066368,False,,0,,,,,,,"[{'user_id': '733084426263912449', 'username': 'jamessweird'}]",,,,,HAHHAHAHAHAHHAHAH HARROOOY DEXIE MAY!! 😂  man diay sija uyy 😅  pic.twitter.com/ZaC55oBBO2
301,1078883529260449792,1078883529260449792,1546060852000,2018-12-29,07:20:52,?aeianei? ?na GTB,612053536,nataliewarner26,nat,,none of my high school locals listen to brockhampton or know who they are and they look at me like i’m insane when i wanna put them on i’m #depressed and #disappointed,[],[],[],0,0,1,"['#depressed', '#disappointed']",[],https://twitter.com/nataliewarner26/status/1078883529260449792,False,,0,,,,,,,"[{'user_id': '612053536', 'username': 'nataliewarner26'}]",,,,,none of my high school locals listen to brockhampton or know who they are and they look at me like i’m insane when i wanna put them on i’m  and 
310,1078857496549343232,1078857496549343232,1546054646000,2018-12-29,05:37:26,?aeianei? ?na GTB,3314992205,writerdavidh,David Hewitt,,"I've become afraid to post on Facebook. When I'm down, I have no one left to talk to. My 'friends' (except for 3) berate me for being always a downer. I can't remember the last time I was truly happy. Maybe I was the kid in the profile pic. #tired #downer #depressed",[],[],[],1,0,1,"['#tired', '#downer', '#depressed']",[],https://twitter.com/WriterDavidH/status/1078857496549343232,False,,0,,,,,,,"[{'user_id': '3314992205', 'username': 'WriterDavidH'}]",,,,,"I've become afraid to post on Facebook. When I'm down, I have no one left to talk to. My 'friends' (except for 3) berate me for being always a downer. I can't remember the last time I was truly happy. Maybe I was the kid in the profile pic.   "
320,1078851995820158977,1078851995820158977,1546053334000,2018-12-29,05:15:34,?aeianei? ?na GTB,2694419070,chicken__lady,angela,,I was feeling my makeup tonight and I didn’t get a selfie #depressed,[],[],[],0,1,3,['#depressed'],[],https://twitter.com/chicken__lady/status/1078851995820158977,False,,0,,,,,,,"[{'user_id': '2694419070', 'username': 'chicken__lady'}]",,,,,I was feeling my makeup tonight and I didn’t get a selfie 
324,1078837417917009920,1078837417917009920,1546049858000,2018-12-29,04:17:38,?aeianei? ?na GTB,853373174498635777,rodrigopdasilv5,Rodrigo P. Da Silva,,Aqueles dias tão azarados que nem o carro pra vc se jogar embaixo aparece #depressed,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/RodrigoPDaSilv5/status/1078837417917009920,False,,0,,,,,,,"[{'user_id': '853373174498635777', 'username': 'RodrigoPDaSilv5'}]",,,,,Aqueles dias tão azarados que nem o carro pra vc se jogar embaixo aparece 
327,1078832716798455809,1078832716798455809,1546048738000,2018-12-29,03:58:58,?aeianei? ?na GTB,614198985,elsieyucesoy,elsieyucesoy,,I don’t got the bank account to support my lifestyle #depressed,[],[],[],0,2,3,['#depressed'],[],https://twitter.com/elsieyucesoy/status/1078832716798455809,False,,0,,,,,,,"[{'user_id': '614198985', 'username': 'elsieyucesoy'}]",,,,,I don’t got the bank account to support my lifestyle 
328,1078830637493084160,1078830637493084160,1546048242000,2018-12-29,03:50:42,?aeianei? ?na GTB,1071380210543546368,ehwhatsyourpro1,Ehwhatsyourproblem,,"Maybe telling him everything in the start was the start of another mistake. Why do i always make dumb mistakes? HAHAHAH what's new. I'm dumb anyway.
#ehwhatsyourproblem #depressed #killme",[],[],[],0,0,0,"['#ehwhatsyourproblem', '#depressed', '#killme']",[],https://twitter.com/Ehwhatsyourpro1/status/1078830637493084160,False,,0,,,,,,,"[{'user_id': '1071380210543546368', 'username': 'Ehwhatsyourpro1'}]",,,,,"Maybe telling him everything in the start was the start of another mistake. Why do i always make dumb mistakes? HAHAHAH what's new. I'm dumb anyway.
  "
333,1078809634897608707,1078809634897608707,1546043234000,2018-12-29,02:27:14,?aeianei? ?na GTB,1058475748271575041,hismanelady87,hismane1,,Shit hard to handle right now but day by day I'll take it slow #depressed #unmotivated #LOST,[],[],[],0,0,0,"['#depressed', '#unmotivated', '#lost']",[],https://twitter.com/hismanelady87/status/1078809634897608707,False,,0,,,,,,,"[{'user_id': '1058475748271575041', 'username': 'hismanelady87'}]",,,,,Shit hard to handle right now but day by day I'll take it slow   
334,1078808912202219520,1078801534404694017,1546043062000,2018-12-29,02:24:22,?aeianei? ?na GTB,548214527,officialjdn,Jupiter's Nightmare,,"but I did talk down on myself. My own brain was a war zone, and needless to say, I was #Depressed. I didn't see myself living long, and I also kept my distance from those who wanted to be #Friends. I was a #Silent person. I didn't feel like I fit in. I was just living to get by.",[],[],[],1,0,0,"['#depressed', '#friends', '#silent']",[],https://twitter.com/OfficialJDN/status/1078808912202219520,False,,0,,,,,,,"[{'user_id': '548214527', 'username': 'OfficialJDN'}]",,,,,"but I did talk down on myself. My own brain was a war zone, and needless to say, I was . I didn't see myself living long, and I also kept my distance from those who wanted to be . I was a  person. I didn't feel like I fit in. I was just living to get by."
335,1078804831660269568,1078804831660269568,1546042089000,2018-12-29,02:08:09,?aeianei? ?na GTB,1028055374425772033,gainerspeedo,DJ Literock Lesstalk,,"I literally haven’t gotten out of bed today, except to pee. It’s 4pm. #sadcore #depressed #whatsthepoint pic.twitter.com/9OPnolPXy6",[],[],['https://pbs.twimg.com/media/DvivQYSUUAAPsPy.jpg'],0,0,2,"['#sadcore', '#depressed', '#whatsthepoint']",[],https://twitter.com/GainerSpeedo/status/1078804831660269568,False,,0,,,,,,,"[{'user_id': '1028055374425772033', 'username': 'GainerSpeedo'}]",,,,,"I literally haven’t gotten out of bed today, except to pee. It’s 4pm.    pic.twitter.com/9OPnolPXy6"
339,1078803377566433280,1078803377566433280,1546041743000,2018-12-29,02:02:23,?aeianei? ?na GTB,887056174184628224,whoislady_,LadyLady,,See what I mean about me being a #prime #example about finding a ways to deal and cope with depression ? The start of this year I was down and out .. like I was bad .. I had to catch myself before I slipped into a space I couldn’t get out of. Bruh when I mean was in a #depressed  pic.twitter.com/Zx1vBB6gTa,[],[],['https://pbs.twimg.com/media/Dvit30NWoAECTd7.jpg'],2,0,0,"['#prime', '#example', '#depressed']",[],https://twitter.com/WhoisLady_/status/1078803377566433280,False,,0,,,,,,,"[{'user_id': '887056174184628224', 'username': 'WhoisLady_'}]",,,,,See what I mean about me being a   about finding a ways to deal and cope with depression ? The start of this year I was down and out .. like I was bad .. I had to catch myself before I slipped into a space I couldn’t get out of. Bruh when I mean was in a   pic.twitter.com/Zx1vBB6gTa
340,1078801997204197376,1078801997204197376,1546041413000,2018-12-29,01:56:53,?aeianei? ?na GTB,728313317283008512,mysticunigon,🦄Mystic🐲,,"Feeling a bit down tonight. I wish things would look up instead of me going to bed in tears. I have a sinking feeling my birthday is going to be bad, and I'm not looking forward to that. 
#Depression #depressed  pic.twitter.com/V9kLfW2CXr",[],[],['https://pbs.twimg.com/media/DvissVuX0AU9JN0.jpg'],1,1,8,"['#depression', '#depressed']",[],https://twitter.com/MysticUnigon/status/1078801997204197376,False,,0,,,,,,,"[{'user_id': '728313317283008512', 'username': 'MysticUnigon'}]",,,,,"Feeling a bit down tonight. I wish things would look up instead of me going to bed in tears. I have a sinking feeling my birthday is going to be bad, and I'm not looking forward to that. 
   pic.twitter.com/V9kLfW2CXr"
342,1078790470434725888,1078790470434725888,1546038665000,2018-12-29,01:11:05,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"When you're #depressed you don't control your thoughts, your thoughts control you.",[],[],[],1,0,3,['#depressed'],[],https://twitter.com/LowerDepression/status/1078790470434725888,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"When you're  you don't control your thoughts, your thoughts control you."
343,1078790443490529281,1078790443490529281,1546038659000,2018-12-29,01:10:59,?aeianei? ?na GTB,1013752613731471366,musicbatgirl,Musicbatgirl,,"Isn't it sad to stay the last friday of the year crying alone in the dark ? 
#depressed",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/musicbatgirl/status/1078790443490529281,False,,0,,,,,,,"[{'user_id': '1013752613731471366', 'username': 'musicbatgirl'}]",,,,,"Isn't it sad to stay the last friday of the year crying alone in the dark ? 
"
360,1078782271086301185,1078782271086301185,1546036710000,2018-12-29,00:38:30,?aeianei? ?na GTB,1137654583,mdk5aday,Matthew🀄,,"Sometimes more often than not, ya just don’t wanna be around anymore.  #depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/MDK5ADAY/status/1078782271086301185,False,,0,,,,,,,"[{'user_id': '1137654583', 'username': 'MDK5ADAY'}]",,,,,"Sometimes more often than not, ya just don’t wanna be around anymore.  "
362,1078775307333763073,1078775307333763073,1546035050000,2018-12-29,00:10:50,?aeianei? ?na GTB,861355040799432704,bigberrysylveon,💙Big Chubby Raichu💙,,Just...fucking...hate myself...and my terrible life...I’d rather die...so everyone would love a better fucking life with out me being in their head... #depressed,[],[],[],1,0,0,['#depressed'],[],https://twitter.com/BigberrySylveon/status/1078775307333763073,False,,0,,,,,,,"[{'user_id': '861355040799432704', 'username': 'BigberrySylveon'}]",,,,,Just...fucking...hate myself...and my terrible life...I’d rather die...so everyone would love a better fucking life with out me being in their head... 
366,1078767218937290752,1078767218937290752,1546033122000,2018-12-28,23:38:42,?aeianei? ?na GTB,12370762,spookychan,Chandra Free 🖤💀🖤,,Feeling sad again. Nothing feels right. #depressed #mustdowork,[],[],[],1,0,0,"['#depressed', '#mustdowork']",[],https://twitter.com/spookychan/status/1078767218937290752,False,,0,,,,,,,"[{'user_id': '12370762', 'username': 'spookychan'}]",,,,,Feeling sad again. Nothing feels right.  
375,1078752511094386690,1078752511094386690,1546029615000,2018-12-28,22:40:15,?aeianei? ?na GTB,863869902930817024,darkloner3,UnderOver,,Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist. #sad #confused #depressed,[],[],[],0,0,0,"['#sad', '#confused', '#depressed']",[],https://twitter.com/Darkloner3/status/1078752511094386690,False,,0,,,,,,,"[{'user_id': '863869902930817024', 'username': 'Darkloner3'}]",,,,,Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist.   
378,1078744187955113984,1078744187955113984,1546027631000,2018-12-28,22:07:11,?aeianei? ?na GTB,1064607512190627840,bipolar_story,My Bipolar Story,,When your nighttime dream of your ex is so beautiful that when you are awake the next day you're #depressed it's not real. #Dream betrayal,[],[],[],0,0,0,"['#depressed', '#dream']",[],https://twitter.com/bipolar_story/status/1078744187955113984,False,,0,,,,,,,"[{'user_id': '1064607512190627840', 'username': 'bipolar_story'}]",,,,,When your nighttime dream of your ex is so beautiful that when you are awake the next day you're  it's not real.  betrayal
380,1078741101794729984,1078741101794729984,1546026895000,2018-12-28,21:54:55,?aeianei? ?na GTB,861355040799432704,bigberrysylveon,💙Big Chubby Raichu💙,,Don’t you just...fucking...hate feeling like shit...being depressed...being sad and alone all the time... #depressed,[],[],[],0,0,1,['#depressed'],[],https://twitter.com/BigberrySylveon/status/1078741101794729984,False,,0,,,,,,,"[{'user_id': '861355040799432704', 'username': 'BigberrySylveon'}]",,,,,Don’t you just...fucking...hate feeling like shit...being depressed...being sad and alone all the time... 
401,1078712022408331269,1078712022408331269,1546019962000,2018-12-28,19:59:22,?aeianei? ?na GTB,744030053223239680,yvocapp,escamitas,,"Debería estar viajando o en la playa, esperando el fin de año con mis amigas o con mi familia.. #depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/yvocapp/status/1078712022408331269,False,,0,,,,,,,"[{'user_id': '744030053223239680', 'username': 'yvocapp'}]",,,,,"Debería estar viajando o en la playa, esperando el fin de año con mis amigas o con mi familia.. "
403,1078698671938641926,1078698671938641926,1546016779000,2018-12-28,19:06:19,?aeianei? ?na GTB,731188559097532417,muhammadbello_1,Bello poet,,"Suicide doesn't end sadness - it's a major sin, quick way to Hell & shows one didn't have enough trust in Allah the Most Merciful. #depressed",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/muhammadbello_1/status/1078698671938641926,False,,0,,,,,,,"[{'user_id': '731188559097532417', 'username': 'muhammadbello_1'}]",,,,,"Suicide doesn't end sadness - it's a major sin, quick way to Hell & shows one didn't have enough trust in Allah the Most Merciful. "
404,1078695883397459969,1078695883397459969,1546016114000,2018-12-28,18:55:14,?aeianei? ?na GTB,1015396417366454272,bodhibroh,bodhibroh,,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
#heartache #deadinside #depressed",[],[],[],0,0,0,"['#heartache', '#deadinside', '#depressed']",[],https://twitter.com/bodhibroh/status/1078695883397459969,False,,0,,,,,,,"[{'user_id': '1015396417366454272', 'username': 'bodhibroh'}]",,,,,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
  "
409,1078680959048974337,1078680959048974337,1546012556000,2018-12-28,17:55:56,?aeianei? ?na GTB,948955709365936129,ulepaldrich,gudboi,,"Gabi gabi ko nalng naiisip problema ko tang ina
#depressed",[],[],[],1,0,0,['#depressed'],[],https://twitter.com/ulepaldrich/status/1078680959048974337,False,,0,,,,,,,"[{'user_id': '948955709365936129', 'username': 'ulepaldrich'}]",,,,,"Gabi gabi ko nalng naiisip problema ko tang ina
"
411,1078679102930989057,1078679102930989057,1546012113000,2018-12-28,17:48:33,?aeianei? ?na GTB,2614192255,angelbee623,Angel Bee,,"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

#depressed",[],[],[],0,0,1,['#depressed'],[],https://twitter.com/AngelBee623/status/1078679102930989057,False,,0,,,,,,,"[{'user_id': '2614192255', 'username': 'AngelBee623'}]",,,,,"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

"
